ci_question_id,module,version,grade,stream,section,question_type,bloom_level,question_stem,option_a,option_b,option_c,option_d,option_e,correct_option,weightage,time_secs,career_cluster_map,difficulty,is_behavioral,adaptive_trigger,explanation
APG11HUM_CR_04,APTIPATH,V3,GRADE_11_12,HUMANITIES,CAREER_REALITY,SITUATIONAL,EVALUATE,"After completing BA-LLB from an NLU your options: (A) Corporate law firm at Rs.20 LPA (B) Litigation practice starting at Rs.3-5 LPA (C) Judicial services preparation (D) Legal academia or policy research. Your analysis should consider:","Always choose corporate law — highest immediate salary","Evaluate your 20-year vision: corporate law offers high starting salary but may plateau. Litigation starts low but top advocates earn Rs.5-50 crore+. Judiciary offers security and societal impact. Each path suits different temperaments","Litigation is always inferior because starting salary is low","Judicial services are only for those who cannot get corporate jobs","N/A","B",5,90,"A=SALARY_BIAS;B=HOLISTIC_TRAJECTORY;C=STARTING_SALARY_BIAS;D=JUDICIARY_DISMISSAL","HARD",TRUE,"BOOST_CAREER_MATURITY","Legal career trajectories vary enormously. Corporate law: Rs.20-50 LPA range. Top litigation: Rs.1-50 crore+. Judiciary: security + social impact. Legal academia: intellectual satisfaction + work-life balance. Interest alignment is critical."
APG11HUM_CR_05,APTIPATH,V3,GRADE_11_12,HUMANITIES,CAREER_REALITY,MCQ,UNDERSTAND,"The Press Council of India (PCI) is a statutory body that:","Controls what newspapers can publish through prior censorship","Maintains standards of journalism resolves complaints against the press and preserves press freedom — it is a self-regulatory body","Owns all newspapers and media houses in India","Licenses journalists before they can practice","N/A","B",3,45,"CORRECT=MEDIA_INSTITUTION_AWARE","MEDIUM",FALSE,"BOOST_MEDIA","PCI (established 1966) is a quasi-judicial body that adjudicates complaints against the press maintains ethical standards and defends press freedom. It has no power of prior restraint."
APG11HUM_CR_06,APTIPATH,V3,GRADE_11_12,HUMANITIES,CAREER_REALITY,SITUATIONAL,EVALUATE,"UPSC success rate is approximately 0.1-0.2% of applicants. A friend has been preparing for 3 years without clearing Prelims. Your advice:","Quit immediately — 3 years of failure means they should give up","Honestly assess: Are mock test scores improving? Is the strategy evidence-based? UPSC allows 6 attempts (general category). Parallel skill development (law NET journalism) provides a safety net while continuing attempts","Keep trying indefinitely with the same strategy","Only people from coaching institutes in Delhi can clear UPSC","N/A","B",5,90,"A=QUIT;B=STRATEGIC_ASSESSMENT;C=INSANITY_DEFINITION;D=ELITISM","HARD",TRUE,"BOOST_CIVIL_SERVICES","Strategic UPSC preparation requires: performance trend analysis (are scores improving?) strategy evaluation and parallel career development. 6 attempts with intelligent adjustment is rational; 6 attempts with identical strategy is not."
APG11HUM_CR_07,APTIPATH,V3,GRADE_11_12,HUMANITIES,CAREER_REALITY,MCQ,UNDERSTAND,"Which of the following is NOT a valid career path with a BA in Political Science?","UPSC Civil Services (IAS IPS IFS)","Journalism and media","Direct practice as a licensed advocate in court","Academic research and university teaching","N/A","C",3,45,"CORRECT=BA_CAREER_AWARE","MEDIUM",FALSE,"BOOST_SOCIAL_IMPACT","Practicing law requires LLB degree and Bar Council enrollment. BA Political Science leads to UPSC journalism NGOs academic research think tanks and policy roles but not legal practice directly."
APG11HUM_CR_08,APTIPATH,V3,GRADE_11_12,HUMANITIES,CAREER_REALITY,SITUATIONAL,EVALUATE,"Journalism salaries: entry-level Rs.3-6 LPA. Senior editors at top publications: Rs.15-30 LPA. Digital content creators with personal brands: Rs.10-50+ LPA. Your career planning should consider:","Traditional journalism is dead — only become a content creator","Journalism is evolving: traditional reporting skills + digital media fluency + personal brand building creates maximum career value. The medium is changing but the need for verified credible information is growing","Only join journalism if you have family wealth to support low initial salaries","Switch to law or MBA since journalism pays less","N/A","B",5,90,"A=TRADITIONAL_DEAD;B=EVOLVING_CAREER;C=PRIVILEGE_REQUIRED;D=CAREER_SWITCH","HARD",TRUE,"BOOST_MEDIA","Media careers require hybrid skills: reporting + digital content + data journalism + audience building. Successful modern journalists combine traditional journalism ethics with digital-native distribution strategies."
APG11HUM_AIR_01,APTIPATH,V3,GRADE_11_12,HUMANITIES,AI_READINESS,MCQ,UNDERSTAND,"Natural Language Processing (NLP) which powers AI tools like ChatGPT is most relevant to humanities because:","It can replace all human writing and creativity","NLP enables automated text analysis — sentiment analysis topic modeling and pattern detection across millions of documents transforming research in history sociology and political science","It has no relevance to humanities disciplines","It only applies to computer science and engineering","N/A","B",4,75,"CORRECT=NLP+SOCIAL_SCIENCE","HARD",FALSE,"BOOST_AI_READINESS","NLP transforms humanities research: analyze millions of historical documents detect propaganda patterns in media quantify sentiment in political speeches. Digital humanities is one of the fastest-growing academic fields."
APG11HUM_AIR_02,APTIPATH,V3,GRADE_11_12,HUMANITIES,AI_READINESS,SITUATIONAL,EVALUATE,"AI-generated deepfake videos of politicians making false statements go viral before elections. As a media professional your MOST responsible action is:","Share the video to generate engagement for your platform","Verify authenticity using deepfake detection tools consult the original source and clearly label AI-generated content — prioritize truth over virality","Ignore it — AI content is not your responsibility","Ban all AI technology from media","N/A","B",5,90,"A=ENGAGEMENT_DRIVEN;B=VERIFICATION_PROTOCOL;C=ABDICATION;D=EXTREME","HARD",TRUE,"BOOST_AI_READINESS+MEDIA","Deepfake detection is becoming a core journalistic skill. Tools like Microsoft Video Authenticator and Intel FakeCatcher can identify manipulated media. Media professionals must verify before amplifying."
APG11HUM_AIR_03,APTIPATH,V3,GRADE_11_12,HUMANITIES,AI_READINESS,MCQ,ANALYZE,"AI-powered legal research tools can review thousands of case laws in minutes. The PRIMARY implication for the legal profession is:","Lawyers will become completely unnecessary","Routine legal research will be automated but lawyers who combine AI efficiency with human judgment creativity and ethical reasoning will become more valuable not less","AI will replace judges in delivering verdicts","Only AI engineers should work in law firms","N/A","B",4,75,"CORRECT=AI_LAW+LAW","HARD",FALSE,"BOOST_AI_READINESS+LAW","AI augments legal practice: contract review due diligence and case law research are being automated. But legal strategy client counseling ethical judgment and courtroom advocacy require human intelligence that AI cannot replace."
APG11HUM_AIR_04,APTIPATH,V3,GRADE_11_12,HUMANITIES,AI_READINESS,SITUATIONAL,EVALUATE,"A government uses AI-powered facial recognition to track protesters at political rallies. As a civil liberties advocate your position is:","This is acceptable for maintaining law and order","Mass surveillance of protesters violates the fundamental right to peaceful assembly and privacy. AI facial recognition must be regulated with clear legal frameworks judicial oversight and limitations on government use","Only criminals should be worried about facial recognition","Technology should not be regulated at all","N/A","B",5,90,"A=STATE_POWER;B=RIGHTS_BASED_REGULATION;C=NOTHING_TO_HIDE;D=DEREGULATION","HARD",TRUE,"BOOST_AI_READINESS+LAW","AI facial recognition for mass surveillance chills democratic participation. The Supreme Court's Puttaswamy judgment (2017) established privacy as a fundamental right. Regulation must balance security with liberty."
APG11HUM_AIR_05,APTIPATH,V3,GRADE_11_12,HUMANITIES,AI_READINESS,MCQ,UNDERSTAND,"Computational social science uses AI and big data to:","Replace traditional sociological research entirely","Analyze large-scale social patterns — from social media behavior to migration patterns — providing quantitative evidence for theories that were previously studied only qualitatively","Eliminate the need for surveys and interviews","Predict individual human behavior with 100% accuracy","N/A","B",4,75,"CORRECT=AI_SOCIAL_SCIENCE+RESEARCH","HARD",FALSE,"BOOST_AI_READINESS+SOCIAL_IMPACT","Computational social science: analyze Twitter data for political sentiment model migration patterns from mobile phone data simulate policy impacts. It complements not replaces traditional qualitative methods."
APG11HUM_AIR_06,APTIPATH,V3,GRADE_11_12,HUMANITIES,AI_READINESS,MCQ,ANALYZE,"AI content generation tools can now write articles create images and produce videos. The CORE ethical concern for media professionals is:","AI content is always better than human content","Distinguishing AI-generated from human-created content becomes critical for maintaining trust — transparency labeling and editorial standards must evolve for the AI era","AI content should be banned entirely","There are no ethical concerns with AI-generated content","N/A","B",4,75,"CORRECT=AI_MEDIA_ETHICS+MEDIA","HARD",FALSE,"BOOST_AI_READINESS+MEDIA","AI content generation challenges the foundation of media trust. Without clear labeling and transparency audiences cannot distinguish verified journalism from AI-generated content. Editorial standards must evolve."
APG11HUM_VM_01,APTIPATH,V3,GRADE_11_12,HUMANITIES,VALUES_MOTIVATION,RANK_ORDER,N/A,"For your humanities career at age 35 rank what you MOST want (1) to LEAST want (4):","Power and influence — being in a position where your decisions affect millions of lives","Social justice — fighting for the rights of marginalized and oppressed communities","Intellectual recognition — being known as an expert scholar or thought leader in your field","Creative expression — telling stories that change how people see the world","N/A","PREFERENCE",0,90,"A=POWER_GOVERNANCE;B=SOCIAL_JUSTICE;C=INTELLECTUAL_ACADEMIC;D=CREATIVE_EXPRESSION","N/A",TRUE,"CLUSTER_DETECT","Career aspiration hierarchy: A→IAS/politics/judiciary B→human rights law/NGO C→academia/think tank D→journalism/writing/arts. No wrong answer — alignment determines career satisfaction."
APG11HUM_VM_02,APTIPATH,V3,GRADE_11_12,HUMANITIES,VALUES_MOTIVATION,SITUATIONAL,ANALYZE,"You clear CLAT with a top rank but your close friend who studied equally hard gets a low rank and cannot get into a top NLU. You feel:","Pure satisfaction in your achievement","Guilty about succeeding while your friend did not","Motivated to help your friend identify alternative paths (good non-NLU law colleges or re-attempt strategy) while beginning your own law school journey","Anxious that the friendship might suffer","N/A","SIGNAL",4,60,"A=SELF_FOCUSED;B=EMPATHETIC_GUILT;C=COLLABORATIVE_SUPPORTIVE;D=SOCIALLY_ANXIOUS","MEDIUM",TRUE,"MINDSET_DETECT","Response reveals emotional intelligence. C (collaborative helper) indicates empathy + practical action orientation — essential for legal and governance careers where working with others through challenges is constant."
APG11HUM_VM_03,APTIPATH,V3,GRADE_11_12,HUMANITIES,VALUES_MOTIVATION,LIKERT,N/A,"I believe that speaking truth to power even when it is personally costly is a moral obligation not just a choice","1 - Strongly disagree — self-preservation is more important","2 - Somewhat disagree","3 - Neutral","4 - Somewhat agree","5 - Strongly agree — truth and justice must override personal comfort","PREFERENCE",0,30,"4-5=ADVOCACY+JOURNALISM+PUBLIC_INTEREST_LAW;1-2=PRAGMATIC+CORPORATE","N/A",TRUE,"BOOST_MEDIA+LAW","Truth-to-power orientation predicts careers in investigative journalism public interest litigation civil liberties advocacy and activist scholarship. Pragmatic orientation suits corporate law and institutional careers."
APG11HUM_VM_04,APTIPATH,V3,GRADE_11_12,HUMANITIES,VALUES_MOTIVATION,LIKERT,N/A,"I am willing to accept a lower salary if my work directly contributes to social justice and helps people who cannot help themselves","1 - Not willing at all — salary is my top priority","2 - Probably not","3 - Maybe for meaningful work","4 - Yes for genuinely impactful work","5 - Absolutely — meaningful impact matters more than money","PREFERENCE",0,30,"4-5=SOCIAL_SECTOR+NGO+PUBLIC_INTEREST;1-2=CORPORATE+HIGH_INCOME","N/A",TRUE,"BOOST_SOCIAL_IMPACT","Salary vs impact trade-off predicts social sector vs corporate career orientation. Public interest lawyers earn Rs.5-15 LPA while corporate lawyers earn Rs.15-50+ LPA. The satisfaction equation differs."
APG11HUM_VM_05,APTIPATH,V3,GRADE_11_12,HUMANITIES,VALUES_MOTIVATION,SITUATIONAL,EVALUATE,"After completing your BA-LLB your options: (A) Corporate law firm at Rs.20 LPA (B) Join a legal aid organization for Rs.5 LPA (C) Prepare for judicial services (D) Start a legal tech startup. You choose:","Corporate law — financial security is the priority","Legal aid — serving the underserved is my calling","Judicial services — delivering justice from the bench","Legal tech — technology can democratize access to justice","N/A","SIGNAL",5,90,"A=CORPORATE_LAW;B=PUBLIC_INTEREST;C=JUDICIARY;D=LEGAL_TECH","HARD",TRUE,"CLUSTER_SPECIALIZE","Each maps to a distinct post-law school track: A=corporate/transactional B=social justice/PIL C=judicial career D=legal innovation. Pure career preference signal."
APG11HUM_VM_06,APTIPATH,V3,GRADE_11_12,HUMANITIES,VALUES_MOTIVATION,LIKERT,N/A,"I believe India's democratic institutions need strengthening and I personally want to contribute to governance reform through my career","1 - Strongly disagree — I am not interested in governance","2 - Somewhat disagree","3 - Neutral","4 - Somewhat agree","5 - Strongly agree — strengthening Indian democracy is my mission","PREFERENCE",0,30,"4-5=CIVIL_SERVICES+GOVERNANCE+POLICY;1-2=PRIVATE_SECTOR+CREATIVE","N/A",TRUE,"BOOST_CIVIL_SERVICES","Governance reform orientation strongly predicts UPSC aspiration policy research and public administration careers. Private sector orientation predicts corporate law media entrepreneurship or creative careers."
APG11HUM_LB_01,APTIPATH,V3,GRADE_11_12,HUMANITIES,LEARNING_BEHAVIOR,MULTI_SELECT,N/A,"Which resources have been MOST effective in your humanities preparation? Select ALL that apply:","NCERT History Political Science and Sociology textbooks","Newspapers (The Hindu Indian Express) for current affairs","Previous years CLAT/UPSC papers for pattern recognition","Debating with peers on social and political issues","Writing practice — essays answers and opinion pieces","PREFERENCE",0,60,"A=NCERT_FOUNDATION;B=CURRENT_AFFAIRS;C=EXAM_STRATEGIC;D=DEBATE_ORAL;E=WRITING_PRACTICE","N/A",TRUE,"LEARNING_STYLE_DETECT","NCERT textbooks (A) form the foundation for all humanities competitive exams. Daily newspaper reading (B) is the strongest UPSC preparation habit. Writing practice (E) directly improves answer quality."
APG11HUM_LB_02,APTIPATH,V3,GRADE_11_12,HUMANITIES,LEARNING_BEHAVIOR,LIKERT,N/A,"I read at least one quality newspaper daily and maintain notes on important current affairs connecting them to constitutional and social issues","1 - Not at all like me","2 - A little like me","3 - Somewhat like me","4 - Mostly like me","5 - Very much like me","PREFERENCE",0,30,"4-5=CURRENT_AFFAIRS_ORIENTED+UPSC_PREDICTOR;1-2=NEEDS_HABIT_BUILDING","N/A",TRUE,"BOOST_CIVIL_SERVICES","Daily newspaper reading with note-making is the single strongest predictor of UPSC success. It builds the contextual knowledge needed for GS papers and interview. The Hindu editorial analysis is particularly valued."
APG11HUM_LB_03,APTIPATH,V3,GRADE_11_12,HUMANITIES,LEARNING_BEHAVIOR,SITUATIONAL,EVALUATE,"A complex political science concept (like federalism vs confederalism) remains unclear after reading the textbook. You do:","Skip it and hope it does not appear in the exam","Compare multiple perspectives — read original texts (Constitution debates) compare India's federalism with other countries and discuss with peers until the concept becomes three-dimensional","Ask a friend to give you a one-line definition to memorize","Memorize the definition without understanding the underlying philosophy","N/A","B",5,90,"A=AVOIDANCE;B=MULTI_PERSPECTIVE_ANALYSIS;C=SURFACE;D=ROTE","HARD",TRUE,"BOOST_CIVIL_SERVICES+LAW","Multi-perspective analysis: comparing India's quasi-federal structure with true federalism (USA) and confederalism (EU) creates deep understanding. Constitutional Assembly Debates provide original context."
APG11HUM_LB_04,APTIPATH,V3,GRADE_11_12,HUMANITIES,LEARNING_BEHAVIOR,LIKERT,N/A,"I practice essay writing regularly timing myself and seeking feedback from teachers or mentors on structure and argumentation","1 - Never — I only write during exams","2 - Rarely","3 - Sometimes","4 - Often","5 - Weekly — regular writing practice is essential for me","PREFERENCE",0,30,"4-5=WRITING_DISCIPLINED+UPSC_CLAT_PREDICTOR;1-2=WRITING_AVERSE","N/A",TRUE,"BOOST_CIVIL_SERVICES+LAW","Regular timed essay writing with feedback is the highest-ROI activity for UPSC Mains and CLAT. Writing quality improves only through deliberate practice not passive reading."
APG11HUM_GA_01,APTIPATH,V3,GRADE_11_12,HUMANITIES,GENERAL_AWARENESS,MCQ,UNDERSTAND,"The 73rd and 74th Constitutional Amendments are significant because they:","Established the Supreme Court and High Courts","Constitutionalized local self-governance — Panchayati Raj (73rd) and Urban Local Bodies (74th) — with reservations for women SC/ST and regular elections","Created the Election Commission of India","Established fundamental duties for citizens","N/A","B",3,45,"CORRECT=INDIAN_POLITY+CIVIL_SERVICES","MEDIUM",FALSE,"BOOST_CIVIL_SERVICES","73rd Amendment (1992): three-tier Panchayati Raj with 1/3 seats reserved for women direct elections and State Finance Commissions. 74th: similar provisions for municipalities. Democratic decentralization."
APG11HUM_GA_02,APTIPATH,V3,GRADE_11_12,HUMANITIES,GENERAL_AWARENESS,MCQ,UNDERSTAND,"India's G20 Presidency in 2023 was significant because:","India permanently became the leader of G20","India hosted and chaired the G20 summit for the first time shaping the agenda around inclusive development digital public infrastructure and climate action","India left the G20 organization","G20 was dissolved and replaced by a new organization","N/A","B",3,45,"CORRECT=INTERNATIONAL_RELATIONS_AWARE","MEDIUM",FALSE,"BOOST_CIVIL_SERVICES","India's G20 Presidency (Dec 2022-Nov 2023) resulted in the New Delhi Leaders' Declaration including African Union's permanent membership and focus on digital public infrastructure (DPI) and climate finance."
APG11HUM_GA_03,APTIPATH,V3,GRADE_11_12,HUMANITIES,GENERAL_AWARENESS,MCQ,UNDERSTAND,"The Right to Information Act 2005 (RTI) empowers Indian citizens to:","Access classified military information without restrictions","Request information from public authorities promoting government transparency and accountability — subject to certain exemptions for national security and privacy","Override all judicial decisions","Access private company financial records","N/A","B",3,45,"CORRECT=GOVERNANCE_AWARE+CIVIL_SERVICES","MEDIUM",FALSE,"BOOST_CIVIL_SERVICES","RTI Act: any citizen can request information from public authorities within 30 days. Exemptions under Section 8 (national security personal information). It has been called the most powerful transparency tool in Indian democracy."
APG11HUM_GA_04,APTIPATH,V3,GRADE_11_12,HUMANITIES,GENERAL_AWARENESS,MCQ,UNDERSTAND,"The United Nations Sustainable Development Goals (SDGs) consist of:","10 goals to be achieved by 2025","17 goals to be achieved by 2030 covering poverty hunger health education gender equality climate action and more","5 goals focused only on economic growth","50 goals with no specific timeline","N/A","B",3,45,"CORRECT=GLOBAL_AWARENESS+SOCIAL_IMPACT","MEDIUM",FALSE,"BOOST_SOCIAL_IMPACT","17 SDGs adopted in 2015: from No Poverty (SDG 1) to Partnerships (SDG 17). India's SDG index shows uneven progress — strong on some goals (renewable energy) and weak on others (hunger nutrition gender)."
APG11HUM_CE_01,APTIPATH,V3,GRADE_11_12,HUMANITIES,CREATIVE_EXPRESSION,MCQ,ANALYZE,"A persuasive essay arguing for universal basic income in India would be MOST strengthened by:","Personal anecdotes without any supporting data","Combining economic data (pilot program results from Madhya Pradesh and Sikkim) with ethical arguments (dignity poverty reduction) and addressing counterarguments (inflation moral hazard)","Using only emotional appeals about poverty","Copying arguments from a single source without attribution","N/A","B",5,90,"CORRECT=ESSAY_WRITING+CIVIL_SERVICES","HARD",FALSE,"BOOST_MEDIA+CIVIL_SERVICES","Persuasive writing requires: evidence (data from UBI pilots) + ethical reasoning (dignity rights) + counterargument engagement (inflation concerns). This three-pillar approach is the standard for UPSC essays and op-ed writing."
APG11HUM_CE_02,APTIPATH,V3,GRADE_11_12,HUMANITIES,CREATIVE_EXPRESSION,MCQ,EVALUATE,"A documentary filmmaker wants to tell the story of manual scavengers in India. The MOST ethical approach is:","Film workers without their knowledge or consent for 'authenticity'","Obtain informed consent collaborate with the community in telling their story ensure their dignity is preserved and avoid reinforcing stereotypes while highlighting systemic failures","Focus only on shocking imagery to generate maximum views","Tell the story only from the government's perspective","N/A","B",5,90,"CORRECT=MEDIA_ETHICS+SOCIAL_IMPACT","HARD",FALSE,"BOOST_MEDIA","Ethical documentary filmmaking: informed consent dignity preservation community collaboration and structural analysis (why does manual scavenging persist despite being illegal?). Exploitation of marginalized subjects is a serious ethical violation."
APG11HUM_CE_03,APTIPATH,V3,GRADE_11_12,HUMANITIES,CREATIVE_EXPRESSION,MCQ,ANALYZE,"Media literacy means being able to:","Consume all media content without questioning it","Critically analyze media messages — identifying bias source credibility framing techniques and the difference between news opinion and propaganda","Only trust government-approved media sources","Reject all media as unreliable and untrustworthy","N/A","B",4,75,"CORRECT=MEDIA_LITERACY+MEDIA","HARD",FALSE,"BOOST_MEDIA","Media literacy: ability to access analyze evaluate and create media. In the age of misinformation and deepfakes it is arguably the most important civic skill for democratic participation."
APG11HUM_CE_04,APTIPATH,V3,GRADE_11_12,HUMANITIES,CREATIVE_EXPRESSION,MCQ,EVALUATE,"A social media post about a political issue goes viral. Before forming your opinion the MOST intellectually rigorous approach is:","Accept the viral post as truth — popular content must be accurate","Seek primary sources verify claims through multiple credible outlets consider alternative perspectives and examine who benefits from this narrative before forming a position","Only read opinions from people who share your existing views","Ignore it — social media is never reliable","N/A","B",5,90,"CORRECT=CRITICAL_THINKING+MEDIA","HARD",FALSE,"BOOST_MEDIA+CIVIL_SERVICES","Information hygiene: primary source verification + multiple credible sources + perspective diversity + cui bono analysis (who benefits?). This is the intellectual discipline required for UPSC law and journalism."
