ci_question_id,module,version,grade,stream,section,question_type,bloom_level,question_stem,option_a,option_b,option_c,option_d,option_e,correct_option,weightage,time_secs,career_cluster_map,difficulty,is_behavioral,adaptive_trigger,explanation
APG11PCM_AIR_01,APTIPATH,V3,GRADE_11_12,PCM,AI_READINESS,MCQ,UNDERSTAND,"The algorithm used to minimize a model's loss function by iteratively adjusting weights in the direction of steepest descent is called:","Regularization","Gradient Descent","Overfitting","Data Augmentation","N/A","B",4,75,"CORRECT=ML_TECHNICAL+AI_ENGINEER","HARD",FALSE,"BOOST_AI_READINESS","Gradient Descent updates weights θ = θ - α∇L(θ) where α is learning rate and ∇L is the loss gradient. Foundation of all neural network training."
APG11PCM_AIR_02,APTIPATH,V3,GRADE_11_12,PCM,AI_READINESS,MCQ,ANALYZE,"A machine learning model achieves 98% accuracy on training data but only 61% on unseen test data. This problem is called:","Underfitting — model is too simple","High Bias — systematic error","Overfitting — model memorized training data instead of learning generalizable patterns","Data Leakage — training data contamination","N/A","C",4,75,"CORRECT=ML_OVERFITTING+AI_ENGINEER","HARD",FALSE,"BOOST_AI_READINESS","Overfitting: model learns noise and specifics of training data rather than the underlying signal. Fix: regularization dropout more training data simpler model."
APG11PCM_AIR_03,APTIPATH,V3,GRADE_11_12,PCM,AI_READINESS,MCQ,REMEMBER,"Which Python libraries are most commonly used for building and training deep neural networks?","Pandas and NumPy only","TensorFlow and PyTorch","Matplotlib and Seaborn","Flask and Django","N/A","B",3,45,"CORRECT=AI_TOOLS+TECH","MEDIUM",FALSE,"BOOST_AI_READINESS","TensorFlow (Google) and PyTorch (Meta) are the two dominant deep learning frameworks. PyTorch is preferred in research; TensorFlow in production deployment."
APG11PCM_AIR_04,APTIPATH,V3,GRADE_11_12,PCM,AI_READINESS,SITUATIONAL,EVALUATE,"Your team builds a loan approval AI for a rural microfinance bank achieving 92% accuracy. Before deployment you MUST:","Deploy immediately — 92% is industry-standard accuracy","Analyze accuracy broken down by gender income level and geography to detect systematic bias against any group","Train for 6 more months to achieve 99% accuracy before considering deployment","Replace the AI with simple manual rules to eliminate all risk","N/A","B",5,90,"A=PREMATURE_DEPLOY;B=FAIRNESS_AUDIT;C=PERFECTIONISM;D=AI_REJECTION","HARD",TRUE,"BOOST_AI_ETHICS+HEALTH+GREEN","Fairness audit before financial AI deployment is both ethical and legal (RBI guidelines). 92% overall accuracy may hide 70% accuracy for women or rural borrowers."
APG11PCM_AIR_05,APTIPATH,V3,GRADE_11_12,PCM,AI_READINESS,MCQ,ANALYZE,"To cluster customer purchase data into natural segments WITHOUT predefined labels you would use:","Linear Regression","Decision Tree Classifier","K-Means Clustering","Logistic Regression","N/A","C",4,75,"CORRECT=ML_UNSUPERVISED+DATA_SCIENCE","HARD",FALSE,"BOOST_AI_READINESS","K-Means is unsupervised learning — no labels needed. It assigns data points to K clusters by minimizing intra-cluster distance. Used for customer segmentation."
APG11PCM_AIR_06,APTIPATH,V3,GRADE_11_12,PCM,AI_READINESS,MCQ,UNDERSTAND,"The Transformer architecture (used by GPT BERT T5 etc.) achieves superior NLP performance primarily through:","Processing words strictly one-by-one in sequence like RNNs","Self-Attention: computing relevance scores between ALL word pairs simultaneously enabling parallel processing","Convolutional filters applied across the token sequence","Random Forests with token-based features","N/A","B",5,90,"CORRECT=TRANSFORMER_ARCHITECTURE+AI_ENGINEER","HARD",FALSE,"BOOST_AI_READINESS","Self-Attention (Vaswani et al 2017): each token attends to every other token with a learned relevance score. Enables parallelism and long-range dependency capture."
APG11PCM_AIR_07,APTIPATH,V3,GRADE_11_12,PCM,AI_READINESS,SITUATIONAL,EVALUATE,"You deploy an AI diagnostic system for rural hospitals. The training data was from urban hospitals. The PRIMARY deployment risk is:","Rural hospitals have older and slower computers","The model may perform poorly on rural patients due to demographic health and disease pattern differences — data distribution shift","Rural doctors will not trust or accept AI recommendations","The system will be too expensive for rural hospital budgets","N/A","B",5,90,"A=HARDWARE;B=DISTRIBUTION_SHIFT;C=ADOPTION;D=COST","HARD",TRUE,"BOOST_AI_READINESS+HEALTH","Distribution shift: model trained on urban population data may fail on rural patients who have different demographics disease patterns nutrition and comorbidities."
APG11PCM_AIR_08,APTIPATH,V3,GRADE_11_12,PCM,AI_READINESS,MCQ,UNDERSTAND,"In a neural network an activation function such as ReLU or sigmoid is essential because it:","Initializes the random starting weights of the network","Introduces non-linearity allowing the network to learn complex non-linear patterns","Reduces the total number of network layers needed","Directly computes the final loss function value","N/A","B",4,60,"CORRECT=ACTIVATION_FUNCTION+AI_ENGINEER","HARD",FALSE,"BOOST_AI_READINESS","Without activation functions a deep network is just a series of linear transformations — equivalent to a single linear layer. Non-linearity is what enables deep learning."
APG11PCM_CR_01,APTIPATH,V3,GRADE_11_12,PCM,CAREER_REALITY,MCQ,REMEMBER,"JEE Advanced is the gateway specifically to:","All 31 NITs across India","All 23 IITs across India","All engineering colleges accepting JEE scores","BITS Pilani and BITS campuses","N/A","B",2,30,"CORRECT=JEE_PATHWAY_AWARE","EASY",FALSE,"BOOST_TECH+ENGINEERING","JEE Main → NITs IIITs GFTIs. JEE Advanced (top 2.5 lakh from JEE Main) → 23 IITs. These are entirely separate exams with different syllabus emphasis."
APG11PCM_CR_02,APTIPATH,V3,GRADE_11_12,PCM,CAREER_REALITY,SITUATIONAL,EVALUATE,"You get both IIT Kharagpur Mechanical Engineering and IIT Kanpur Computer Science. Your decision should be:","Always choose CS — it has the highest campus placement packages","Choose based on genuine interest: if you love machines manufacturing and energy systems choose Mech; if you love coding AI and software choose CS","Always choose the higher-ranked IIT regardless of the engineering branch","Choose based on which city — Kharagpur vs Kanpur — you prefer to live in","N/A","B",5,90,"A=PACKAGE_DRIVEN;B=BRANCH_INTEREST_ALIGNED;C=RANK_DRIVEN;D=LIFESTYLE","HARD",TRUE,"BOOST_CAREER_MATURITY","IIT Kanpur CSE and IIT Kharagpur are both world-class. The wrong branch for your interests will lead to poor performance and career dissatisfaction despite brand value."
APG11PCM_CR_03,APTIPATH,V3,GRADE_11_12,PCM,CAREER_REALITY,MCQ,UNDERSTAND,"GATE (Graduate Aptitude Test in Engineering) scores are primarily used for:","Admission to IIM MBA programs","MTech admission to IITs NITs and direct recruitment in PSUs like BHEL ONGC NTPC","UPSC Civil Services IAS exam","NEET PG for medical specialization","N/A","B",3,45,"CORRECT=GATE_PATHWAY_AWARE","MEDIUM",FALSE,"BOOST_ENGINEERING","GATE opens two paths: (1) MTech at IITs/NITs for research/specialization and (2) PSU recruitment (BHEL ONGC IOCL etc.) with Rs.9-15 LPA CTC."
APG11PCM_CR_04,APTIPATH,V3,GRADE_11_12,PCM,CAREER_REALITY,SITUATIONAL,EVALUATE,"IIT campus placement: Rs.25 LPA at a product company. Your friend gets MS admit at Carnegie Mellon (CMU) with Rs.20 lakh/year cost. Who has the better option?","The campus placement is clearly better — guaranteed immediate income","The CMU MS is clearly better — US degree always provides superior career ROI","It depends entirely on long-term goals: immediate earning → placement; global roles or research ambitions → MS","Both are exactly equivalent regardless of individual goals and circumstances","N/A","C",5,90,"A=INCOME_ONLY;B=DEGREE_BIAS;C=GOAL_BASED;D=OVERSIMPLIFIED","HARD",TRUE,"BOOST_CAREER_MATURITY","CMU ROI depends on career goal. US FAANG research roles often prefer MS/PhD. India product/startup roles strongly favor IIT brand. Goal first then evaluate."
APG11PCM_CR_05,APTIPATH,V3,GRADE_11_12,PCM,CAREER_REALITY,MCQ,UNDERSTAND,"The Prime Minister Research Fellowship (PMRF) is available to:","All undergraduate students regardless of institution","Top BTech graduates from IITs IISc and NITs pursuing PhD at IITs or IISc","International students studying in India","Students with GATE score above 700","N/A","B",3,45,"CORRECT=RESEARCH_FELLOWSHIP_AWARE","MEDIUM",FALSE,"BOOST_RESEARCH","PMRF provides Rs.70000-80000/month stipend for PhD students at IITs and IISc. It is India's most prestigious doctoral fellowship for engineering and science."
APG11PCM_CR_06,APTIPATH,V3,GRADE_11_12,PCM,CAREER_REALITY,SITUATIONAL,EVALUATE,"IIT placement statistics: 60% placed at Rs.20+ LPA. 15% went abroad for MS/PhD. 10% started companies. 15% went to research institutes. On a 20-year horizon which path has the highest potential wealth creation ceiling?","The Rs.20 LPA campus placement (guaranteed stable income)","The startup founders (10%) — highest risk but highest potential ceiling for wealth creation","The research institute path (lowest immediate salary but highest academic impact)","All paths converge to similar outcomes after 20 years","N/A","B",5,90,"A=STABLE_CEILING;B=STARTUP_CEILING;C=ACADEMIC;D=WRONG","HARD",TRUE,"BOOST_ENTREPRENEUR","Startup founders have the highest wealth creation ceiling (examples: Infosys Flipkart Zerodha founders are IITians) but also highest failure rate. Risk-adjusted returns vary."
APG11PCM_CR_07,APTIPATH,V3,GRADE_11_12,PCM,CAREER_REALITY,MCQ,UNDERSTAND,"Which of the following is NOT an academic fellowship or scholarship for higher studies in India?","Prime Minister Research Fellowship (PMRF)","KVPY Scholarship for basic science BS programs","Fulbright-Nehru Master's Fellowship for study in the USA","Forbes 30 Under 30 Asia recognition","N/A","D",3,45,"CORRECT=FELLOWSHIP_AWARENESS","MEDIUM",FALSE,"BOOST_ACADEMIC","Forbes 30U30 is a recognition/listicle not a scholarship or fellowship. PMRF KVPY and Fulbright are actual funded programs with monetary support."
APG11PCM_CR_08,APTIPATH,V3,GRADE_11_12,PCM,CAREER_REALITY,SITUATIONAL,EVALUATE,"6 months to JEE Advanced. Mock analysis: strong in Calculus and weak in Organic Chemistry. The BEST strategy is:","Study only Organic Chemistry for all available hours until it matches Calculus level","Dedicate 2.5h/day to Organic Chemistry plus 1.5h each for Physics and Maths plus weekly full-length mock tests with post-test analysis","Focus exclusively on strong areas to maximize comfortable high scores","Enroll in coaching for all three subjects and follow their schedule without personal optimization","N/A","B",5,90,"A=TUNNEL;B=STRATEGIC_REMEDIATION;C=STRENGTHS_ONLY;D=OUTSOURCE","HARD",TRUE,"BOOST_ANALYTICAL+EXAM_STRATEGY","Strategic remediation: weight weak subject heavily (Organic 2.5h) while maintaining other subjects and running weekly diagnostics. Evidence-based exam strategy."
APG11PCM_SF_01,APTIPATH,V3,GRADE_11_12,PCM,STEM_FOUNDATION,MCQ,APPLY,"A body of mass 2 kg is acted on by force F = 4t² N (t in seconds). Starting from rest the velocity at t=3 seconds is:","9 m/s","12 m/s","18 m/s","27 m/s","N/A","C",5,120,"CORRECT=PHYSICS_ADVANCED+PCM","HARD",FALSE,"BOOST_STEM+PCM","F=ma → a = F/m = 4t²/2 = 2t². v = ∫₀³ 2t² dt = [2t³/3]₀³ = 2(27)/3 = 18 m/s. Variable force integration is core to JEE Advanced mechanics."
APG11PCM_SF_02,APTIPATH,V3,GRADE_11_12,PCM,STEM_FOUNDATION,MCQ,UNDERSTAND,"In the electrolytic refining of copper which statement is CORRECT?","The anode is pure copper and cathode is the impure copper source","The anode is impure copper and the cathode progressively deposits pure copper","Both electrodes are made from pure copper of identical composition","Copper ions in solution do not migrate during the electrolysis process","N/A","B",4,75,"CORRECT=ELECTROCHEMISTRY+PCM","HARD",FALSE,"BOOST_CHEMISTRY","In electrolytic refining: impure metal = anode (dissolves) pure metal deposits at cathode. Impurities fall as anode mud. Critical for copper silver gold refining industry."
APG11PCM_SF_03,APTIPATH,V3,GRADE_11_12,PCM,STEM_FOUNDATION,MCQ,ANALYZE,"The angle between vectors A = (1,1,0) and B = (0,1,1) is:","30°","45°","60°","90°","N/A","C",5,90,"CORRECT=VECTOR_MATH+ENGINEERING","HARD",FALSE,"BOOST_STEM","A·B = 0+1+0 = 1. |A|=√2. |B|=√2. cos θ = 1/(√2×√2) = 1/2. θ = 60°. Dot product and vector angles are fundamental to 3D graphics robotics and physics."
APG11PCM_SF_04,APTIPATH,V3,GRADE_11_12,PCM,STEM_FOUNDATION,MCQ,ANALYZE,"In electrophilic addition of HBr to propene (CH₃-CH=CH₂) the MAJOR product by Markovnikov's rule is:","CH₃-CH₂-CH₂Br (1-bromopropane)","CH₃-CHBr-CH₃ (2-bromopropane)","BrCH₂-CH=CH₂","CH₃-CH=CHBr","N/A","B",5,90,"CORRECT=ORGANIC_CHEMISTRY+PCM","HARD",FALSE,"BOOST_CHEMISTRY+PCM","Markovnikov: H adds to carbon with more H atoms (CH₂-end) and Br to carbon with fewer H atoms (CH-center). Major product: 2-bromopropane. Core NEET/JEE organic."
APG11PCM_SF_05,APTIPATH,V3,GRADE_11_12,PCM,STEM_FOUNDATION,MCQ,ANALYZE,"Two waves with frequencies 200 Hz and 204 Hz are superimposed. The number of BEATS heard per second is:","2","4","204","8","N/A","B",4,75,"CORRECT=WAVE_PHYSICS+PCM","MEDIUM",FALSE,"BOOST_STEM+PHYSICS","Beat frequency = |f₁ - f₂| = |200 - 204| = 4 beats/second. Beat phenomenon is the interference of sound waves — fundamental to musical acoustics and sonar."
APG11PCM_SF_06,APTIPATH,V3,GRADE_11_12,PCM,STEM_FOUNDATION,MCQ,APPLY,"In a Zn-Cu electrochemical cell (Eᶿ=1.10V) if [Zn²⁺] is increased while [Cu²⁺] is kept constant the cell potential will:","Increase because Zn is being oxidized","Decrease because increasing product of oxidation shifts equilibrium","Remain unchanged — concentration does not affect standard cell potential","Become negative immediately","N/A","B",5,90,"CORRECT=NERNST_ELECTROCHEMISTRY+PCM","HARD",FALSE,"BOOST_CHEMISTRY","Nernst equation: E = Eᶿ - (RT/nF)ln Q. Increasing [Zn²⁺] increases Q (reaction quotient) → E decreases. Fundamental to battery and fuel cell engineering."
APG11PCM_SF_07,APTIPATH,V3,GRADE_11_12,PCM,STEM_FOUNDATION,FILL_BLANK,APPLY,"In a Geometric Progression (GP) with first term 3 and common ratio 2 the sum of the first 5 terms is ___","93","96","90","63","N/A","A",4,75,"CORRECT=GP_MATH+PCM","MEDIUM",FALSE,"BOOST_STEM","S₅ = a(rⁿ-1)/(r-1) = 3(2⁵-1)/(2-1) = 3×31 = 93. GP sums arise in compound interest population growth and exponential algorithm analysis."
APG11PCM_SF_08,APTIPATH,V3,GRADE_11_12,PCM,STEM_FOUNDATION,MCQ,ANALYZE,"In a Young's double-slit experiment the fringe width β = λD/d where λ=wavelength D=screen distance d=slit separation. If d is DOUBLED while λ and D remain constant the fringe width:","Doubles","Halves","Remains unchanged","Quadruples","N/A","B",5,90,"CORRECT=WAVE_OPTICS+PCM","HARD",FALSE,"BOOST_PHYSICS+PCM","β ∝ 1/d. If d doubles then β halves. Young's experiment is fundamental to wave optics and is a standard JEE Advanced topic requiring proportional reasoning."
APG11PCM_BF_01,APTIPATH,V3,GRADE_11_12,PCM,BIOLOGY_FOUNDATION,MCQ,UNDERSTAND,"CRISPR-Cas9 gene editing technology is primarily used to:","Sequence entire genomes rapidly at low cost","Edit specific DNA sequences in living organisms with high precision","Manufacture large quantities of proteins for pharmaceutical use","Detect viral RNA sequences in blood samples","N/A","B",3,60,"CORRECT=BIOTECH_AWARENESS+HEALTH_AI","MEDIUM",FALSE,"BOOST_BIOTECH","CRISPR-Cas9 (2020 Nobel Prize Chemistry) uses a guide RNA to direct Cas9 enzyme to cut specific DNA sequences. Enables precise genetic modification for therapy."
APG11PCM_BF_02,APTIPATH,V3,GRADE_11_12,PCM,BIOLOGY_FOUNDATION,MCQ,UNDERSTAND,"Which organ in the human body is responsible for secreting insulin to regulate blood glucose levels?","Liver","Kidney","Pancreas (islets of Langerhans)","Thyroid gland","N/A","C",3,45,"CORRECT=BIOLOGY_BASICS+HEALTH","MEDIUM",FALSE,"BOOST_HEALTH","Insulin is secreted by beta cells in the islets of Langerhans in the pancreas. Deficiency causes Type 1 diabetes; resistance causes Type 2 diabetes."
APG11PCM_BF_03,APTIPATH,V3,GRADE_11_12,PCM,BIOLOGY_FOUNDATION,MCQ,APPLY,"A neural network used to detect cancerous cells in pathology slide images is an example of:","Natural Language Processing (NLP)","Computer Vision applied to Medical Imaging — a Health AI application","Reinforcement Learning from human feedback","Generative Adversarial Networks (GANs)","N/A","B",3,60,"CORRECT=HEALTH_AI+TECH","MEDIUM",FALSE,"BOOST_HEALTH+AI","Computer vision + medical imaging = one of the highest-value Health AI applications. Used for cancer detection diabetic retinopathy and radiology interpretation."
APG11PCM_BF_04,APTIPATH,V3,GRADE_11_12,PCM,BIOLOGY_FOUNDATION,TRUE_FALSE,UNDERSTAND,"True or False: The human genome contains approximately 3 billion base pairs of DNA encoding around 20000-25000 protein-coding genes","True","False","N/A","N/A","N/A","A",3,30,"CORRECT=GENOMICS_AWARENESS","MEDIUM",FALSE,"BOOST_BIOTECH","TRUE — Human Genome Project (completed 2003): ~3.2 billion base pairs ~20000 protein-coding genes. The genome also contains non-coding regulatory sequences."
APG11PCM_GA_01,APTIPATH,V3,GRADE_11_12,PCM,GENERAL_AWARENESS,MCQ,UNDERSTAND,"India's Semiconductor Mission aims to:","Completely ban all semiconductor chip imports from Asia","Build domestic chip design and manufacturing capacity reducing India's dependence on Taiwan and China","Focus exclusively on software since India has no hardware manufacturing tradition","Train 2 million software engineers for semiconductor companies abroad","N/A","B",3,45,"CORRECT=TECH_POLICY_AWARE","MEDIUM",FALSE,"BOOST_TECH","India imports 85%+ of its semiconductors. The Semiconductor Mission (2021 Rs.76000cr incentive package) targets fabrication assembly and design ecosystem."
APG11PCM_GA_02,APTIPATH,V3,GRADE_11_12,PCM,GENERAL_AWARENESS,MCQ,UNDERSTAND,"India's fastest supercomputer PARAM Siddhi-AI (at C-DAC Pune) is primarily used for:","Storing government tax and aadhaar databases","Artificial intelligence research and high-performance scientific computing","Commercial video streaming and content delivery","Social media sentiment analysis","N/A","B",3,45,"CORRECT=HPC_AWARE+TECH","MEDIUM",FALSE,"BOOST_TECH+RESEARCH","PARAM Siddhi-AI (rank 63 in Top500 when launched) is used for AI research drug discovery climate modelling and quantum simulation at C-DAC Pune."
APG11PCM_GA_03,APTIPATH,V3,GRADE_11_12,PCM,GENERAL_AWARENESS,MCQ,REMEMBER,"The Nobel Prize in Physics 2024 was awarded to John Hopfield and Geoffrey Hinton for foundational discoveries enabling:","Quantum cryptography and quantum key distribution","Artificial neural networks and machine learning that underpin modern AI","CRISPR gene editing for targeted DNA modification","Detection of gravitational waves from black hole mergers","N/A","B",3,45,"CORRECT=AI_HISTORY+AWARE","MEDIUM",FALSE,"BOOST_AI_READINESS","Hopfield Networks (1982) introduced associative memory. Hinton's Boltzmann Machines and backpropagation enabled deep learning. 2024 Nobel recognized AI's physical science roots."
APG11PCM_GA_04,APTIPATH,V3,GRADE_11_12,PCM,GENERAL_AWARENESS,MCQ,UNDERSTAND,"A quantum computer differs fundamentally from a classical computer because it uses:","Faster versions of traditional silicon transistors","Qubits that exploit quantum superposition allowing simultaneous computation of multiple states","Cloud-based distributed server networks","Liquid nitrogen cooling for existing microprocessors","N/A","B",4,60,"CORRECT=QUANTUM_AWARE+TECH","HARD",FALSE,"BOOST_TECH","Qubits: unlike classical bits (0 OR 1) qubits can be in superposition of 0 AND 1 simultaneously. Entanglement enables exponential speedup for specific problems."
APG11PCM_GA_05,APTIPATH,V3,GRADE_11_12,PCM,GENERAL_AWARENESS,MCQ,UNDERSTAND,"India's Production Linked Incentive (PLI) scheme for electronics and semiconductors primarily aims to:","Increase India's imports of advanced electronics from Taiwan and South Korea","Attract domestic and foreign investment in electronics manufacturing creating India-based production capability","Subsidize consumer electronics purchases for Indian households below poverty line","Train technicians for electronics repair shops in tier-2 and tier-3 cities","N/A","B",3,45,"CORRECT=INDUSTRIAL_POLICY_AWARE","MEDIUM",FALSE,"BOOST_TECH+BUSINESS","PLI offers 4-6% production-linked cash incentive to eligible companies. Apple iPhone SAMSUNG and now semiconductor fabs are being attracted under this scheme."
APG11PCM_GA_06,APTIPATH,V3,GRADE_11_12,PCM,GENERAL_AWARENESS,MCQ,UNDERSTAND,"Using Large Language Models (LLMs) to accelerate drug molecule discovery and protein structure prediction in pharmaceutical research is best described as:","AI completely replacing human scientists in laboratories","AI-assisted scientific discovery — also called AI for Science — augmenting human research capacity","An illegal application of AI that violates research ethics","A data privacy violation requiring immediate regulatory action","N/A","B",4,60,"CORRECT=AI_SCIENCE_AWARE","HARD",FALSE,"BOOST_AI_READINESS+HEALTH","AlphaFold (DeepMind) predicted 200+ million protein structures. AI drug discovery (Insilico Medicine) compressed 4-year drug identification to 18 months."
