"wave"	"priority_score"	"subject_bucket"	"course_id"	"course_name"	"course_session_id"	"session_order"	"session_title"	"target_total_questions"	"target_mcq"	"target_short_answer"	"target_long_answer"	"target_fill_in_blank"	"seed_extraction_min"	"seed_extraction_max"	"ai_generation_min"	"ai_generation_max"	"ai_generation_rule"	"difficulty_distribution"	"exam_style_requirement"	"image_required"	"target_questions_with_images"	"image_instruction"	"source_pdf"	"chapter_json_output"	"qa_status"	"publish_status"
"WAVE_M1"	"101"	"MATH"	"65"	"CBSE Grade 8 Mathematics - Exam Prep"	"945"	"12"	"Chapter 12: Direct and Inverse Proportions"	"45"	"20"	"12"	"8"	"5"	"14"	"22"	"23"	"31"	"AI should generate exactly the shortfall after extraction to reach target_total_questions; if extraction quality is low, regenerate up to ai_generation_max."	"Easy:30%, Medium:45%, Hard:20%, Expert:5%"	"board-exam style with conceptual + application + mixed format"	"OPTIONAL"	"4"	"Use images only when it improves clarity."	"12_direct_and_inverse_proportions.pdf"	"/opt/robodynamics/session_materials/65/qbank/chapter_945.json"	"PENDING"	"PENDING"
"WAVE_M1"	"101"	"MATH"	"65"	"CBSE Grade 8 Mathematics - Exam Prep"	"946"	"13"	"Chapter 13: Time and Work"	"45"	"20"	"12"	"8"	"5"	"14"	"22"	"23"	"31"	"AI should generate exactly the shortfall after extraction to reach target_total_questions; if extraction quality is low, regenerate up to ai_generation_max."	"Easy:30%, Medium:45%, Hard:20%, Expert:5%"	"board-exam style with conceptual + application + mixed format"	"OPTIONAL"	"4"	"Use images only when it improves clarity."	"13_time_and_work.pdf"	"/opt/robodynamics/session_materials/65/qbank/chapter_946.json"	"PENDING"	"PENDING"
"WAVE_M1"	"101"	"MATH"	"65"	"CBSE Grade 8 Mathematics - Exam Prep"	"947"	"14"	"Chapter 14: Polygons"	"45"	"20"	"12"	"8"	"5"	"14"	"22"	"23"	"31"	"AI should generate exactly the shortfall after extraction to reach target_total_questions; if extraction quality is low, regenerate up to ai_generation_max."	"Easy:30%, Medium:45%, Hard:20%, Expert:5%"	"board-exam style with conceptual + application + mixed format"	"YES"	"11"	"Use diagrams/graphs/figures where concept needs visual reasoning."	"14_polygons.pdf"	"/opt/robodynamics/session_materials/65/qbank/chapter_947.json"	"PENDING"	"PENDING"
"WAVE_M1"	"101"	"MATH"	"65"	"CBSE Grade 8 Mathematics - Exam Prep"	"948"	"15"	"Chapter 15: Quadrilaterals"	"45"	"20"	"12"	"8"	"5"	"14"	"22"	"23"	"31"	"AI should generate exactly the shortfall after extraction to reach target_total_questions; if extraction quality is low, regenerate up to ai_generation_max."	"Easy:30%, Medium:45%, Hard:20%, Expert:5%"	"board-exam style with conceptual + application + mixed format"	"OPTIONAL"	"4"	"Use images only when it improves clarity."	"15_quadrilaterals.pdf"	"/opt/robodynamics/session_materials/65/qbank/chapter_948.json"	"PENDING"	"PENDING"
"WAVE_M1"	"101"	"MATH"	"65"	"CBSE Grade 8 Mathematics - Exam Prep"	"949"	"16"	"Chapter 16: Parallelograms"	"45"	"20"	"12"	"8"	"5"	"14"	"22"	"23"	"31"	"AI should generate exactly the shortfall after extraction to reach target_total_questions; if extraction quality is low, regenerate up to ai_generation_max."	"Easy:30%, Medium:45%, Hard:20%, Expert:5%"	"board-exam style with conceptual + application + mixed format"	"OPTIONAL"	"4"	"Use images only when it improves clarity."	"16_parallelograms.pdf"	"/opt/robodynamics/session_materials/65/qbank/chapter_949.json"	"PENDING"	"PENDING"
"WAVE_M1"	"101"	"MATH"	"65"	"CBSE Grade 8 Mathematics - Exam Prep"	"950"	"17"	"Chapter 17: Construction of Quadrilaterals"	"45"	"20"	"12"	"8"	"5"	"14"	"22"	"23"	"31"	"AI should generate exactly the shortfall after extraction to reach target_total_questions; if extraction quality is low, regenerate up to ai_generation_max."	"Easy:30%, Medium:45%, Hard:20%, Expert:5%"	"board-exam style with conceptual + application + mixed format"	"YES"	"11"	"Use diagrams/graphs/figures where concept needs visual reasoning."	"17_construction_of_quadrilaterals.pdf"	"/opt/robodynamics/session_materials/65/qbank/chapter_950.json"	"PENDING"	"PENDING"
"WAVE_M1"	"101"	"MATH"	"65"	"CBSE Grade 8 Mathematics - Exam Prep"	"951"	"18"	"Chapter 18: Area of a Trapezium and a Polygon"	"45"	"20"	"12"	"8"	"5"	"14"	"22"	"23"	"31"	"AI should generate exactly the shortfall after extraction to reach target_total_questions; if extraction quality is low, regenerate up to ai_generation_max."	"Easy:30%, Medium:45%, Hard:20%, Expert:5%"	"board-exam style with conceptual + application + mixed format"	"YES"	"11"	"Use diagrams/graphs/figures where concept needs visual reasoning."	"18_area_of_a_trapezium_and_a_polygon.pdf"	"/opt/robodynamics/session_materials/65/qbank/chapter_951.json"	"PENDING"	"PENDING"
"WAVE_M1"	"101"	"MATH"	"65"	"CBSE Grade 8 Mathematics - Exam Prep"	"952"	"19"	"Chapter 19: Three-Dimensional Figures"	"45"	"20"	"12"	"8"	"5"	"14"	"22"	"23"	"31"	"AI should generate exactly the shortfall after extraction to reach target_total_questions; if extraction quality is low, regenerate up to ai_generation_max."	"Easy:30%, Medium:45%, Hard:20%, Expert:5%"	"board-exam style with conceptual + application + mixed format"	"OPTIONAL"	"4"	"Use images only when it improves clarity."	"19_three_dimensional_figures.pdf"	"/opt/robodynamics/session_materials/65/qbank/chapter_952.json"	"PENDING"	"PENDING"
"WAVE_M1"	"101"	"MATH"	"65"	"CBSE Grade 8 Mathematics - Exam Prep"	"953"	"20"	"Chapter 20: Volume and Surface Area of Solids"	"45"	"20"	"12"	"8"	"5"	"14"	"22"	"23"	"31"	"AI should generate exactly the shortfall after extraction to reach target_total_questions; if extraction quality is low, regenerate up to ai_generation_max."	"Easy:30%, Medium:45%, Hard:20%, Expert:5%"	"board-exam style with conceptual + application + mixed format"	"YES"	"11"	"Use diagrams/graphs/figures where concept needs visual reasoning."	"20_volume_and_surface_area_of_solids.pdf"	"/opt/robodynamics/session_materials/65/qbank/chapter_953.json"	"PENDING"	"PENDING"
"WAVE_M1"	"101"	"MATH"	"65"	"CBSE Grade 8 Mathematics - Exam Prep"	"954"	"21"	"Chapter 21: Data Handling"	"45"	"20"	"12"	"8"	"5"	"14"	"22"	"23"	"31"	"AI should generate exactly the shortfall after extraction to reach target_total_questions; if extraction quality is low, regenerate up to ai_generation_max."	"Easy:30%, Medium:45%, Hard:20%, Expert:5%"	"board-exam style with conceptual + application + mixed format"	"YES"	"11"	"Use diagrams/graphs/figures where concept needs visual reasoning."	"21_data_handling.pdf"	"/opt/robodynamics/session_materials/65/qbank/chapter_954.json"	"PENDING"	"PENDING"
"WAVE_M1"	"101"	"MATH"	"65"	"CBSE Grade 8 Mathematics - Exam Prep"	"955"	"22"	"Chapter 22: Introduction to Coordinate Geometry"	"45"	"20"	"12"	"8"	"5"	"14"	"22"	"23"	"31"	"AI should generate exactly the shortfall after extraction to reach target_total_questions; if extraction quality is low, regenerate up to ai_generation_max."	"Easy:30%, Medium:45%, Hard:20%, Expert:5%"	"board-exam style with conceptual + application + mixed format"	"YES"	"11"	"Use diagrams/graphs/figures where concept needs visual reasoning."	"22_introduction_to_coordinate_geometry.pdf"	"/opt/robodynamics/session_materials/65/qbank/chapter_955.json"	"PENDING"	"PENDING"
"WAVE_M1"	"101"	"MATH"	"65"	"CBSE Grade 8 Mathematics - Exam Prep"	"956"	"23"	"Chapter 23: Line Graphs and Linear Graphs"	"45"	"20"	"12"	"8"	"5"	"14"	"22"	"23"	"31"	"AI should generate exactly the shortfall after extraction to reach target_total_questions; if extraction quality is low, regenerate up to ai_generation_max."	"Easy:30%, Medium:45%, Hard:20%, Expert:5%"	"board-exam style with conceptual + application + mixed format"	"YES"	"11"	"Use diagrams/graphs/figures where concept needs visual reasoning."	"23_line_graphs_and_linear_graphs.pdf"	"/opt/robodynamics/session_materials/65/qbank/chapter_956.json"	"PENDING"	"PENDING"
"WAVE_M1"	"101"	"MATH"	"65"	"CBSE Grade 8 Mathematics - Exam Prep"	"957"	"24"	"Chapter 24: Pie Charts"	"45"	"20"	"12"	"8"	"5"	"14"	"22"	"23"	"31"	"AI should generate exactly the shortfall after extraction to reach target_total_questions; if extraction quality is low, regenerate up to ai_generation_max."	"Easy:30%, Medium:45%, Hard:20%, Expert:5%"	"board-exam style with conceptual + application + mixed format"	"YES"	"11"	"Use diagrams/graphs/figures where concept needs visual reasoning."	"24_pie_charts.pdf"	"/opt/robodynamics/session_materials/65/qbank/chapter_957.json"	"PENDING"	"PENDING"
"WAVE_M1"	"101"	"MATH"	"65"	"CBSE Grade 8 Mathematics - Exam Prep"	"958"	"25"	"Chapter 25: Probability"	"45"	"20"	"12"	"8"	"5"	"14"	"22"	"23"	"31"	"AI should generate exactly the shortfall after extraction to reach target_total_questions; if extraction quality is low, regenerate up to ai_generation_max."	"Easy:30%, Medium:45%, Hard:20%, Expert:5%"	"board-exam style with conceptual + application + mixed format"	"OPTIONAL"	"4"	"Use images only when it improves clarity."	"25_probability.pdf"	"/opt/robodynamics/session_materials/65/qbank/chapter_958.json"	"PENDING"	"PENDING"
"WAVE_M1"	"101"	"MATH"	"65"	"CBSE Grade 8 Mathematics - Exam Prep"	"959"	"26"	"Chapter 26: Activities"	"45"	"20"	"12"	"8"	"5"	"14"	"22"	"23"	"31"	"AI should generate exactly the shortfall after extraction to reach target_total_questions; if extraction quality is low, regenerate up to ai_generation_max."	"Easy:30%, Medium:45%, Hard:20%, Expert:5%"	"board-exam style with conceptual + application + mixed format"	"OPTIONAL"	"4"	"Use images only when it improves clarity."	"26_activities.pdf"	"/opt/robodynamics/session_materials/65/qbank/chapter_959.json"	"PENDING"	"PENDING"
"WAVE_M1"	"101"	"MATH"	"65"	"CBSE Grade 8 Mathematics - Exam Prep"	"1848"	"27"	"Miscellaneous Session"	"45"	"20"	"12"	"8"	"5"	"14"	"22"	"23"	"31"	"AI should generate exactly the shortfall after extraction to reach target_total_questions; if extraction quality is low, regenerate up to ai_generation_max."	"Easy:30%, Medium:45%, Hard:20%, Expert:5%"	"board-exam style with conceptual + application + mixed format"	"OPTIONAL"	"4"	"Use images only when it improves clarity."	"miscellaneous_session.pdf"	"/opt/robodynamics/session_materials/65/qbank/chapter_1848.json"	"PENDING"	"PENDING"
"WAVE_M1"	"101"	"MATH"	"149"	"CBSE Grade 7 Mathematics - Exam Prep"	"1975"	"1"	"Chapter 1: Integers"	"45"	"20"	"12"	"8"	"5"	"14"	"22"	"23"	"31"	"AI should generate exactly the shortfall after extraction to reach target_total_questions; if extraction quality is low, regenerate up to ai_generation_max."	"Easy:30%, Medium:45%, Hard:20%, Expert:5%"	"board-exam style with conceptual + application + mixed format"	"OPTIONAL"	"4"	"Use images only when it improves clarity."	"01_integers.pdf"	"/opt/robodynamics/session_materials/149/qbank/chapter_1975.json"	"PENDING"	"PENDING"
"WAVE_M1"	"101"	"MATH"	"149"	"CBSE Grade 7 Mathematics - Exam Prep"	"1976"	"2"	"Chapter 2: Fractions"	"45"	"20"	"12"	"8"	"5"	"14"	"22"	"23"	"31"	"AI should generate exactly the shortfall after extraction to reach target_total_questions; if extraction quality is low, regenerate up to ai_generation_max."	"Easy:30%, Medium:45%, Hard:20%, Expert:5%"	"board-exam style with conceptual + application + mixed format"	"OPTIONAL"	"4"	"Use images only when it improves clarity."	"02_fractions.pdf"	"/opt/robodynamics/session_materials/149/qbank/chapter_1976.json"	"PENDING"	"PENDING"
"WAVE_M1"	"101"	"MATH"	"149"	"CBSE Grade 7 Mathematics - Exam Prep"	"1977"	"3"	"Chapter 3: Decimals"	"45"	"20"	"12"	"8"	"5"	"14"	"22"	"23"	"31"	"AI should generate exactly the shortfall after extraction to reach target_total_questions; if extraction quality is low, regenerate up to ai_generation_max."	"Easy:30%, Medium:45%, Hard:20%, Expert:5%"	"board-exam style with conceptual + application + mixed format"	"OPTIONAL"	"4"	"Use images only when it improves clarity."	"03_decimals.pdf"	"/opt/robodynamics/session_materials/149/qbank/chapter_1977.json"	"PENDING"	"PENDING"
"WAVE_M1"	"101"	"MATH"	"149"	"CBSE Grade 7 Mathematics - Exam Prep"	"1978"	"4"	"Chapter 4: Rational Numbers"	"45"	"20"	"12"	"8"	"5"	"14"	"22"	"23"	"31"	"AI should generate exactly the shortfall after extraction to reach target_total_questions; if extraction quality is low, regenerate up to ai_generation_max."	"Easy:30%, Medium:45%, Hard:20%, Expert:5%"	"board-exam style with conceptual + application + mixed format"	"OPTIONAL"	"4"	"Use images only when it improves clarity."	"04_rational_numbers.pdf"	"/opt/robodynamics/session_materials/149/qbank/chapter_1978.json"	"PENDING"	"PENDING"
"WAVE_M1"	"101"	"MATH"	"149"	"CBSE Grade 7 Mathematics - Exam Prep"	"1979"	"5"	"Chapter 5: Exponents"	"45"	"20"	"12"	"8"	"5"	"14"	"22"	"23"	"31"	"AI should generate exactly the shortfall after extraction to reach target_total_questions; if extraction quality is low, regenerate up to ai_generation_max."	"Easy:30%, Medium:45%, Hard:20%, Expert:5%"	"board-exam style with conceptual + application + mixed format"	"OPTIONAL"	"4"	"Use images only when it improves clarity."	"05_exponents.pdf"	"/opt/robodynamics/session_materials/149/qbank/chapter_1979.json"	"PENDING"	"PENDING"
"WAVE_M1"	"101"	"MATH"	"149"	"CBSE Grade 7 Mathematics - Exam Prep"	"1980"	"6"	"Chapter 6: Algebraic Expressions"	"45"	"20"	"12"	"8"	"5"	"14"	"22"	"23"	"31"	"AI should generate exactly the shortfall after extraction to reach target_total_questions; if extraction quality is low, regenerate up to ai_generation_max."	"Easy:30%, Medium:45%, Hard:20%, Expert:5%"	"board-exam style with conceptual + application + mixed format"	"OPTIONAL"	"4"	"Use images only when it improves clarity."	"06_algebraic_expressions.pdf"	"/opt/robodynamics/session_materials/149/qbank/chapter_1980.json"	"PENDING"	"PENDING"
"WAVE_M1"	"101"	"MATH"	"149"	"CBSE Grade 7 Mathematics - Exam Prep"	"1981"	"7"	"Chapter 7: Linear Equations in One Variable"	"45"	"20"	"12"	"8"	"5"	"14"	"22"	"23"	"31"	"AI should generate exactly the shortfall after extraction to reach target_total_questions; if extraction quality is low, regenerate up to ai_generation_max."	"Easy:30%, Medium:45%, Hard:20%, Expert:5%"	"board-exam style with conceptual + application + mixed format"	"OPTIONAL"	"4"	"Use images only when it improves clarity."	"07_linear_equations_one_variable.pdf"	"/opt/robodynamics/session_materials/149/qbank/chapter_1981.json"	"PENDING"	"PENDING"
"WAVE_M1"	"101"	"MATH"	"149"	"CBSE Grade 7 Mathematics - Exam Prep"	"1982"	"8"	"Chapter 8: Ratio and Proportion"	"45"	"20"	"12"	"8"	"5"	"14"	"22"	"23"	"31"	"AI should generate exactly the shortfall after extraction to reach target_total_questions; if extraction quality is low, regenerate up to ai_generation_max."	"Easy:30%, Medium:45%, Hard:20%, Expert:5%"	"board-exam style with conceptual + application + mixed format"	"OPTIONAL"	"4"	"Use images only when it improves clarity."	"08_ratio_and_proportion.pdf"	"/opt/robodynamics/session_materials/149/qbank/chapter_1982.json"	"PENDING"	"PENDING"
"WAVE_M1"	"101"	"MATH"	"149"	"CBSE Grade 7 Mathematics - Exam Prep"	"1983"	"9"	"Chapter 9: Unitary Method"	"45"	"20"	"12"	"8"	"5"	"14"	"22"	"23"	"31"	"AI should generate exactly the shortfall after extraction to reach target_total_questions; if extraction quality is low, regenerate up to ai_generation_max."	"Easy:30%, Medium:45%, Hard:20%, Expert:5%"	"board-exam style with conceptual + application + mixed format"	"OPTIONAL"	"4"	"Use images only when it improves clarity."	"09_unitary_method.pdf"	"/opt/robodynamics/session_materials/149/qbank/chapter_1983.json"	"PENDING"	"PENDING"
"WAVE_M1"	"101"	"MATH"	"149"	"CBSE Grade 7 Mathematics - Exam Prep"	"1984"	"10"	"Chapter 10: Percentage"	"45"	"20"	"12"	"8"	"5"	"14"	"22"	"23"	"31"	"AI should generate exactly the shortfall after extraction to reach target_total_questions; if extraction quality is low, regenerate up to ai_generation_max."	"Easy:30%, Medium:45%, Hard:20%, Expert:5%"	"board-exam style with conceptual + application + mixed format"	"OPTIONAL"	"4"	"Use images only when it improves clarity."	"10_percentage.pdf"	"/opt/robodynamics/session_materials/149/qbank/chapter_1984.json"	"PENDING"	"PENDING"
"WAVE_M1"	"101"	"MATH"	"149"	"CBSE Grade 7 Mathematics - Exam Prep"	"1985"	"11"	"Chapter 11: Profit and Loss"	"45"	"20"	"12"	"8"	"5"	"14"	"22"	"23"	"31"	"AI should generate exactly the shortfall after extraction to reach target_total_questions; if extraction quality is low, regenerate up to ai_generation_max."	"Easy:30%, Medium:45%, Hard:20%, Expert:5%"	"board-exam style with conceptual + application + mixed format"	"OPTIONAL"	"4"	"Use images only when it improves clarity."	"11_profit_and_loss.pdf"	"/opt/robodynamics/session_materials/149/qbank/chapter_1985.json"	"PENDING"	"PENDING"
"WAVE_M1"	"101"	"MATH"	"149"	"CBSE Grade 7 Mathematics - Exam Prep"	"1986"	"12"	"Chapter 12: Simple Interest"	"45"	"20"	"12"	"8"	"5"	"14"	"22"	"23"	"31"	"AI should generate exactly the shortfall after extraction to reach target_total_questions; if extraction quality is low, regenerate up to ai_generation_max."	"Easy:30%, Medium:45%, Hard:20%, Expert:5%"	"board-exam style with conceptual + application + mixed format"	"OPTIONAL"	"4"	"Use images only when it improves clarity."	"12_simple_interest.pdf"	"/opt/robodynamics/session_materials/149/qbank/chapter_1986.json"	"PENDING"	"PENDING"
"WAVE_M1"	"101"	"MATH"	"149"	"CBSE Grade 7 Mathematics - Exam Prep"	"1987"	"13"	"Chapter 13: Lines and Angles"	"45"	"20"	"12"	"8"	"5"	"14"	"22"	"23"	"31"	"AI should generate exactly the shortfall after extraction to reach target_total_questions; if extraction quality is low, regenerate up to ai_generation_max."	"Easy:30%, Medium:45%, Hard:20%, Expert:5%"	"board-exam style with conceptual + application + mixed format"	"OPTIONAL"	"4"	"Use images only when it improves clarity."	"13_lines_and_angles.pdf"	"/opt/robodynamics/session_materials/149/qbank/chapter_1987.json"	"PENDING"	"PENDING"
"WAVE_M1"	"101"	"MATH"	"149"	"CBSE Grade 7 Mathematics - Exam Prep"	"1988"	"14"	"Chapter 14: Properties of Parallel Lines"	"45"	"20"	"12"	"8"	"5"	"14"	"22"	"23"	"31"	"AI should generate exactly the shortfall after extraction to reach target_total_questions; if extraction quality is low, regenerate up to ai_generation_max."	"Easy:30%, Medium:45%, Hard:20%, Expert:5%"	"board-exam style with conceptual + application + mixed format"	"OPTIONAL"	"4"	"Use images only when it improves clarity."	"14_properties_of_parallel_lines.pdf"	"/opt/robodynamics/session_materials/149/qbank/chapter_1988.json"	"PENDING"	"PENDING"
"WAVE_M1"	"101"	"MATH"	"149"	"CBSE Grade 7 Mathematics - Exam Prep"	"1989"	"15"	"Chapter 15: Properties of Triangles"	"45"	"20"	"12"	"8"	"5"	"14"	"22"	"23"	"31"	"AI should generate exactly the shortfall after extraction to reach target_total_questions; if extraction quality is low, regenerate up to ai_generation_max."	"Easy:30%, Medium:45%, Hard:20%, Expert:5%"	"board-exam style with conceptual + application + mixed format"	"YES"	"11"	"Use diagrams/graphs/figures where concept needs visual reasoning."	"15_properties_of_triangles.pdf"	"/opt/robodynamics/session_materials/149/qbank/chapter_1989.json"	"PENDING"	"PENDING"
"WAVE_M1"	"101"	"MATH"	"149"	"CBSE Grade 7 Mathematics - Exam Prep"	"1990"	"16"	"Chapter 16: Congruence"	"45"	"20"	"12"	"8"	"5"	"14"	"22"	"23"	"31"	"AI should generate exactly the shortfall after extraction to reach target_total_questions; if extraction quality is low, regenerate up to ai_generation_max."	"Easy:30%, Medium:45%, Hard:20%, Expert:5%"	"board-exam style with conceptual + application + mixed format"	"OPTIONAL"	"4"	"Use images only when it improves clarity."	"16_congruence.pdf"	"/opt/robodynamics/session_materials/149/qbank/chapter_1990.json"	"PENDING"	"PENDING"
"WAVE_M1"	"101"	"MATH"	"149"	"CBSE Grade 7 Mathematics - Exam Prep"	"1991"	"17"	"Chapter 17: Constructions"	"45"	"20"	"12"	"8"	"5"	"14"	"22"	"23"	"31"	"AI should generate exactly the shortfall after extraction to reach target_total_questions; if extraction quality is low, regenerate up to ai_generation_max."	"Easy:30%, Medium:45%, Hard:20%, Expert:5%"	"board-exam style with conceptual + application + mixed format"	"YES"	"11"	"Use diagrams/graphs/figures where concept needs visual reasoning."	"17_constructions.pdf"	"/opt/robodynamics/session_materials/149/qbank/chapter_1991.json"	"PENDING"	"PENDING"
"WAVE_M1"	"101"	"MATH"	"149"	"CBSE Grade 7 Mathematics - Exam Prep"	"1992"	"18"	"Chapter 18: Reflection and Rotational Symmetry"	"45"	"20"	"12"	"8"	"5"	"14"	"22"	"23"	"31"	"AI should generate exactly the shortfall after extraction to reach target_total_questions; if extraction quality is low, regenerate up to ai_generation_max."	"Easy:30%, Medium:45%, Hard:20%, Expert:5%"	"board-exam style with conceptual + application + mixed format"	"YES"	"11"	"Use diagrams/graphs/figures where concept needs visual reasoning."	"18_reflection_and_rotational_symmetry.pdf"	"/opt/robodynamics/session_materials/149/qbank/chapter_1992.json"	"PENDING"	"PENDING"
"WAVE_M1"	"101"	"MATH"	"149"	"CBSE Grade 7 Mathematics - Exam Prep"	"1993"	"19"	"Chapter 19: Three-Dimensional Shapes"	"45"	"20"	"12"	"8"	"5"	"14"	"22"	"23"	"31"	"AI should generate exactly the shortfall after extraction to reach target_total_questions; if extraction quality is low, regenerate up to ai_generation_max."	"Easy:30%, Medium:45%, Hard:20%, Expert:5%"	"board-exam style with conceptual + application + mixed format"	"YES"	"11"	"Use diagrams/graphs/figures where concept needs visual reasoning."	"19_three_dimensional_shapes.pdf"	"/opt/robodynamics/session_materials/149/qbank/chapter_1993.json"	"PENDING"	"PENDING"
"WAVE_M1"	"101"	"MATH"	"149"	"CBSE Grade 7 Mathematics - Exam Prep"	"1994"	"20"	"Chapter 20: Mensuration"	"45"	"20"	"12"	"8"	"5"	"14"	"22"	"23"	"31"	"AI should generate exactly the shortfall after extraction to reach target_total_questions; if extraction quality is low, regenerate up to ai_generation_max."	"Easy:30%, Medium:45%, Hard:20%, Expert:5%"	"board-exam style with conceptual + application + mixed format"	"YES"	"11"	"Use diagrams/graphs/figures where concept needs visual reasoning."	"20_mensuration.pdf"	"/opt/robodynamics/session_materials/149/qbank/chapter_1994.json"	"PENDING"	"PENDING"
"WAVE_M1"	"101"	"MATH"	"149"	"CBSE Grade 7 Mathematics - Exam Prep"	"1995"	"21"	"Chapter 21: Collection and Organisation of Data (Mean, Median and Mode)"	"45"	"20"	"12"	"8"	"5"	"14"	"22"	"23"	"31"	"AI should generate exactly the shortfall after extraction to reach target_total_questions; if extraction quality is low, regenerate up to ai_generation_max."	"Easy:30%, Medium:45%, Hard:20%, Expert:5%"	"board-exam style with conceptual + application + mixed format"	"YES"	"11"	"Use diagrams/graphs/figures where concept needs visual reasoning."	"21_collection_and_organisation_of_data.pdf"	"/opt/robodynamics/session_materials/149/qbank/chapter_1995.json"	"PENDING"	"PENDING"
"WAVE_M1"	"101"	"MATH"	"149"	"CBSE Grade 7 Mathematics - Exam Prep"	"1996"	"22"	"Chapter 22: Bar Graphs"	"45"	"20"	"12"	"8"	"5"	"14"	"22"	"23"	"31"	"AI should generate exactly the shortfall after extraction to reach target_total_questions; if extraction quality is low, regenerate up to ai_generation_max."	"Easy:30%, Medium:45%, Hard:20%, Expert:5%"	"board-exam style with conceptual + application + mixed format"	"YES"	"11"	"Use diagrams/graphs/figures where concept needs visual reasoning."	"22_bar_graphs.pdf"	"/opt/robodynamics/session_materials/149/qbank/chapter_1996.json"	"PENDING"	"PENDING"
"WAVE_M1"	"101"	"MATH"	"149"	"CBSE Grade 7 Mathematics - Exam Prep"	"1997"	"23"	"Chapter 23: Probability"	"45"	"20"	"12"	"8"	"5"	"14"	"22"	"23"	"31"	"AI should generate exactly the shortfall after extraction to reach target_total_questions; if extraction quality is low, regenerate up to ai_generation_max."	"Easy:30%, Medium:45%, Hard:20%, Expert:5%"	"board-exam style with conceptual + application + mixed format"	"OPTIONAL"	"4"	"Use images only when it improves clarity."	"23_probability.pdf"	"/opt/robodynamics/session_materials/149/qbank/chapter_1997.json"	"PENDING"	"PENDING"
"WAVE_M1"	"101"	"MATH"	"154"	"Concise Math Grade 10 - Exam Prep (ICSE)"	"2048"	"1"	"Chapter 1: Value Added Tax"	"45"	"20"	"12"	"8"	"5"	"14"	"22"	"23"	"31"	"AI should generate exactly the shortfall after extraction to reach target_total_questions; if extraction quality is low, regenerate up to ai_generation_max."	"Easy:30%, Medium:45%, Hard:20%, Expert:5%"	"board-exam style with conceptual + application + mixed format"	"OPTIONAL"	"4"	"Use images only when it improves clarity."	"chapter-1-value-added-tax.pdf"	"/opt/robodynamics/session_materials/154/qbank/chapter_2048.json"	"PENDING"	"PENDING"
"WAVE_M1"	"101"	"MATH"	"154"	"Concise Math Grade 10 - Exam Prep (ICSE)"	"2049"	"2"	"Chapter 2: Banking (Recurring Deposit Account)"	"45"	"20"	"12"	"8"	"5"	"14"	"22"	"23"	"31"	"AI should generate exactly the shortfall after extraction to reach target_total_questions; if extraction quality is low, regenerate up to ai_generation_max."	"Easy:30%, Medium:45%, Hard:20%, Expert:5%"	"board-exam style with conceptual + application + mixed format"	"OPTIONAL"	"4"	"Use images only when it improves clarity."	"chapter-2-banking-recurring-deposit-account.pdf"	"/opt/robodynamics/session_materials/154/qbank/chapter_2049.json"	"PENDING"	"PENDING"
"WAVE_M1"	"101"	"MATH"	"154"	"Concise Math Grade 10 - Exam Prep (ICSE)"	"2050"	"3"	"Chapter 3: Shares and Dividend"	"45"	"20"	"12"	"8"	"5"	"14"	"22"	"23"	"31"	"AI should generate exactly the shortfall after extraction to reach target_total_questions; if extraction quality is low, regenerate up to ai_generation_max."	"Easy:30%, Medium:45%, Hard:20%, Expert:5%"	"board-exam style with conceptual + application + mixed format"	"OPTIONAL"	"4"	"Use images only when it improves clarity."	"chapter-3-shares-and-dividend.pdf"	"/opt/robodynamics/session_materials/154/qbank/chapter_2050.json"	"PENDING"	"PENDING"
"WAVE_M1"	"101"	"MATH"	"154"	"Concise Math Grade 10 - Exam Prep (ICSE)"	"2051"	"4"	"Chapter 4: Linear Inequalities"	"45"	"20"	"12"	"8"	"5"	"14"	"22"	"23"	"31"	"AI should generate exactly the shortfall after extraction to reach target_total_questions; if extraction quality is low, regenerate up to ai_generation_max."	"Easy:30%, Medium:45%, Hard:20%, Expert:5%"	"board-exam style with conceptual + application + mixed format"	"OPTIONAL"	"4"	"Use images only when it improves clarity."	"chapter-4-linear-inequalities.pdf"	"/opt/robodynamics/session_materials/154/qbank/chapter_2051.json"	"PENDING"	"PENDING"
"WAVE_M1"	"101"	"MATH"	"154"	"Concise Math Grade 10 - Exam Prep (ICSE)"	"2052"	"5"	"Chapter 5: Quadratic Equations"	"45"	"20"	"12"	"8"	"5"	"14"	"22"	"23"	"31"	"AI should generate exactly the shortfall after extraction to reach target_total_questions; if extraction quality is low, regenerate up to ai_generation_max."	"Easy:30%, Medium:45%, Hard:20%, Expert:5%"	"board-exam style with conceptual + application + mixed format"	"OPTIONAL"	"4"	"Use images only when it improves clarity."	"chapter-5-quadratic-equations.pdf"	"/opt/robodynamics/session_materials/154/qbank/chapter_2052.json"	"PENDING"	"PENDING"
